neurons,batch_size,learning_rate,activation,score
150,16,1e-05,linear,0.24258501827716827
150,16,1e-05,relu,0.19259048998355865
150,16,1e-05,tanh,0.12221503257751465
150,16,0.0001,linear,0.021450607106089592
150,16,0.0001,relu,0.08746623247861862
150,16,0.0001,tanh,0.0227464959025383
150,16,0.001,linear,0.012261549010872841
150,16,0.001,relu,0.015518801286816597
150,16,0.001,tanh,0.01017307210713625
150,32,1e-05,linear,0.24961604177951813
150,32,1e-05,relu,0.16931764781475067
150,32,1e-05,tanh,0.149559885263443
150,32,0.0001,linear,0.05350307747721672
150,32,0.0001,relu,0.07302737236022949
150,32,0.0001,tanh,0.059534430503845215
150,32,0.001,linear,0.019947225227952003
150,32,0.001,relu,0.020021870732307434
150,32,0.001,tanh,0.01974218711256981
150,64,1e-05,linear,0.14764456450939178
150,64,1e-05,relu,0.12453878670930862
150,64,1e-05,tanh,0.20931781828403473
150,64,0.0001,linear,0.06753263622522354
150,64,0.0001,relu,0.14887958765029907
150,64,0.0001,tanh,0.1479233056306839
150,64,0.001,linear,0.021262625232338905
150,64,0.001,relu,0.022514278069138527
150,64,0.001,tanh,0.02402721345424652
150,128,1e-05,linear,0.17606744170188904
150,128,1e-05,relu,0.14595970511436462
150,128,1e-05,tanh,0.1394670158624649
150,128,0.0001,linear,0.12111663818359375
150,128,0.0001,relu,0.16943269968032837
150,128,0.0001,tanh,0.2573451101779938
150,128,0.001,linear,0.03319047763943672
150,128,0.001,relu,0.06052669137716293
150,128,0.001,tanh,0.03739824891090393
150,256,1e-05,linear,0.24788333475589752
150,256,1e-05,relu,0.13507501780986786
150,256,1e-05,tanh,0.23012255132198334
150,256,0.0001,linear,0.20415636897087097
150,256,0.0001,relu,0.14062660932540894
150,256,0.0001,tanh,0.17509806156158447
150,256,0.001,linear,0.027029508724808693
150,256,0.001,relu,0.09072805941104889
150,256,0.001,tanh,0.025182493031024933
200,4,1e-05,linear,0.07155166566371918
200,4,1e-05,relu,0.10058574378490448
200,4,1e-05,tanh,0.04421515390276909
200,4,0.0001,linear,0.015016820281744003
200,4,0.0001,relu,0.01597091555595398
200,4,0.0001,tanh,0.01663971319794655
200,4,0.001,linear,0.008015925996005535
200,4,0.001,relu,0.008040551096200943
200,4,0.001,tanh,0.00812076311558485
200,8,1e-05,linear,0.12545262277126312
200,8,1e-05,relu,0.12708477675914764
200,8,1e-05,tanh,0.1889076828956604
200,8,0.0001,linear,0.017661653459072113
200,8,0.0001,relu,0.02273837849497795
200,8,0.0001,tanh,0.019440654665231705
200,8,0.001,linear,0.008147094398736954
200,8,0.001,relu,0.009184161201119423
200,8,0.001,tanh,0.008661629632115364
200,16,1e-05,linear,0.13954274356365204
200,16,1e-05,relu,0.17667096853256226
200,16,1e-05,tanh,0.17740808427333832
200,16,0.0001,linear,0.022268926724791527
200,16,0.0001,relu,0.026089973747730255
200,16,0.0001,tanh,0.022624604403972626
200,16,0.001,linear,0.009874138049781322
200,16,0.001,relu,0.013126776553690434
200,16,0.001,tanh,0.010305910371243954
200,32,1e-05,linear,0.22733379900455475
200,32,1e-05,relu,0.17331337928771973
200,32,1e-05,tanh,0.13778431713581085
200,32,0.0001,linear,0.03125058859586716
200,32,0.0001,relu,0.09095342457294464
200,32,0.0001,tanh,0.0295126773416996
200,32,0.001,linear,0.015109016560018063
200,32,0.001,relu,0.019089387729763985
200,32,0.001,tanh,0.015099303796887398
200,64,1e-05,linear,0.22158552706241608
200,64,1e-05,relu,0.1444886177778244
200,64,1e-05,tanh,0.19047945737838745
200,64,0.0001,linear,0.10643479228019714
200,64,0.0001,relu,0.08558256924152374
200,64,0.0001,tanh,0.08256443589925766
200,64,0.001,linear,0.02183504030108452
200,64,0.001,relu,0.02725866250693798
200,64,0.001,tanh,0.018399707973003387
200,128,1e-05,linear,0.2077106535434723
200,128,1e-05,relu,0.10472800582647324
200,128,1e-05,tanh,0.1267298012971878
200,128,0.0001,linear,0.10778439044952393
200,128,0.0001,relu,0.17394062876701355
200,128,0.0001,tanh,0.08762483298778534
200,128,0.001,linear,0.05413731560111046
200,128,0.001,relu,0.021037379279732704
200,128,0.001,tanh,0.044044118374586105
200,256,1e-05,linear,0.2775512933731079
200,256,1e-05,relu,0.17768526077270508
200,256,1e-05,tanh,0.22805342078208923
200,256,0.0001,linear,0.14146985113620758
200,256,0.0001,relu,0.11438756436109543
200,256,0.0001,tanh,0.21002689003944397
200,256,0.001,linear,0.02452491782605648
200,256,0.001,relu,0.053055036813020706
200,256,0.001,tanh,0.03210948407649994
250,4,1e-05,linear,0.08801040053367615
250,4,1e-05,relu,0.12431066483259201
250,4,1e-05,tanh,0.06007267162203789
250,4,0.0001,linear,0.014932890422642231
250,4,0.0001,relu,0.017057260498404503
250,4,0.0001,tanh,0.01619197428226471
250,4,0.001,linear,0.007823975756764412
250,4,0.001,relu,0.007779094390571117
250,4,0.001,tanh,0.00812579970806837
250,8,1e-05,linear,0.10976404696702957
250,8,1e-05,relu,0.11863920092582703
250,8,1e-05,tanh,0.08521942794322968
250,8,0.0001,linear,0.01871294341981411
250,8,0.0001,relu,0.020764358341693878
250,8,0.0001,tanh,0.018659377470612526
250,8,0.001,linear,0.009361617267131805
250,8,0.001,relu,0.008730697445571423
250,8,0.001,tanh,0.009257459081709385
250,16,1e-05,linear,0.15292797982692719
250,16,1e-05,relu,0.11084400862455368
250,16,1e-05,tanh,0.13780058920383453
250,16,0.0001,linear,0.018709147348999977
250,16,0.0001,relu,0.022597970440983772
250,16,0.0001,tanh,0.022937115281820297
250,16,0.001,linear,0.011256336234509945
250,16,0.001,relu,0.015956327319145203
250,16,0.001,tanh,0.01041345577687025
250,32,1e-05,linear,0.21629227697849274
250,32,1e-05,relu,0.1518571525812149
250,32,1e-05,tanh,0.19516080617904663
250,32,0.0001,linear,0.02019106224179268
250,32,0.0001,relu,0.05466749146580696
250,32,0.0001,tanh,0.032068267464637756
250,32,0.001,linear,0.016205741092562675
250,32,0.001,relu,0.018490923568606377
250,32,0.001,tanh,0.01595931127667427
250,64,1e-05,linear,0.18589019775390625
250,64,1e-05,relu,0.2168307602405548
250,64,1e-05,tanh,0.2257080078125
250,64,0.0001,linear,0.06765719503164291
250,64,0.0001,relu,0.13131670653820038
250,64,0.0001,tanh,0.05396417900919914
250,64,0.001,linear,0.02140462026000023
250,64,0.001,relu,0.027350623160600662
250,64,0.001,tanh,0.02365989238023758
250,128,1e-05,linear,0.22149759531021118
250,128,1e-05,relu,0.13221611082553864
250,128,1e-05,tanh,0.13551108539104462
250,128,0.0001,linear,0.0555802620947361
250,128,0.0001,relu,0.11917127668857574
250,128,0.0001,tanh,0.1419428437948227
250,128,0.001,linear,0.0527467355132103
250,128,0.001,relu,0.02956390753388405
250,128,0.001,tanh,0.02937309630215168
250,256,1e-05,linear,0.11810490489006042
250,256,1e-05,relu,0.21861238777637482
250,256,1e-05,tanh,0.12647545337677002
250,256,0.0001,linear,0.19228383898735046
250,256,0.0001,relu,0.13975541293621063
250,256,0.0001,tanh,0.10455460101366043
250,256,0.001,linear,0.04156904295086861
250,256,0.001,relu,0.054165903478860855
250,256,0.001,tanh,0.03436139598488808
300,4,1e-05,linear,0.03762933239340782
300,4,1e-05,relu,0.08033905178308487
300,4,1e-05,tanh,0.05801554396748543
300,4,0.0001,linear,0.012865818105638027
300,4,0.0001,relu,0.017005691304802895
300,4,0.0001,tanh,0.014630846679210663
300,4,0.001,linear,0.008035779930651188
300,4,0.001,relu,0.007820758037269115
300,4,0.001,tanh,0.009150847792625427
300,8,1e-05,linear,0.12607693672180176
300,8,1e-05,relu,0.11060830950737
300,8,1e-05,tanh,0.06854011118412018
300,8,0.0001,linear,0.016669796779751778
300,8,0.0001,relu,0.020144609734416008
300,8,0.0001,tanh,0.01680443249642849
300,8,0.001,linear,0.009287431836128235
300,8,0.001,relu,0.008084459230303764
300,8,0.001,tanh,0.008029060438275337
300,16,1e-05,linear,0.1337299793958664
300,16,1e-05,relu,0.13196352124214172
300,16,1e-05,tanh,0.07732414454221725
300,16,0.0001,linear,0.019647086039185524
300,16,0.0001,relu,0.025774789974093437
300,16,0.0001,tanh,0.020527852699160576
300,16,0.001,linear,0.009425570257008076
300,16,0.001,relu,0.015084988437592983
300,16,0.001,tanh,0.010967075824737549
300,32,1e-05,linear,0.19978615641593933
300,32,1e-05,relu,0.17648489773273468
300,32,1e-05,tanh,0.20594792068004608
300,32,0.0001,linear,0.023780830204486847
300,32,0.0001,relu,0.02434791997075081
300,32,0.0001,tanh,0.021446531638503075
300,32,0.001,linear,0.01481400616466999
300,32,0.001,relu,0.01865561679005623
300,32,0.001,tanh,0.01549580693244934
300,64,1e-05,linear,0.08988180011510849
300,64,1e-05,relu,0.20685257017612457
300,64,1e-05,tanh,0.1948133260011673
300,64,0.0001,linear,0.04743747413158417
300,64,0.0001,relu,0.10097692161798477
300,64,0.0001,tanh,0.03903837129473686
300,64,0.001,linear,0.02339618280529976
300,64,0.001,relu,0.021245809271931648
300,64,0.001,tanh,0.02384827472269535
300,128,1e-05,linear,0.2705058455467224
300,128,1e-05,relu,0.14917749166488647
300,128,1e-05,tanh,0.2906429171562195
300,128,0.0001,linear,0.11145947128534317
300,128,0.0001,relu,0.1342300921678543
300,128,0.0001,tanh,0.1355046033859253
300,128,0.001,linear,0.023123716935515404
300,128,0.001,relu,0.03086714632809162
300,128,0.001,tanh,0.03053043968975544
300,256,1e-05,linear,0.2483871877193451
300,256,1e-05,relu,0.1306433379650116
300,256,1e-05,tanh,0.13936260342597961
300,256,0.0001,linear,0.09146628528833389
300,256,0.0001,relu,0.14379124343395233
300,256,0.0001,tanh,0.13552862405776978
300,256,0.001,linear,0.0516127273440361
300,256,0.001,relu,0.023839714005589485
300,256,0.001,tanh,0.047415971755981445
350,4,0.001,linear,0.0046794970724731684
350,4,0.001,relu,0.007492992095649242
350,4,0.001,tanh,0.007850450463593006
400,4,0.001,linear,0.008190684951841831
400,4,0.001,relu,0.007602673023939133
400,4,0.001,tanh,0.008010934107005596
