neurons,batch_size,learning_rate,activation,score
150,32,0.0001,tanh,0.002896020421758294
150,32,0.001,linear,243203424.0
150,32,0.001,relu,0.0027740320656448603
150,32,0.001,tanh,0.0015410330379381776
150,64,1e-05,linear,0.19173619151115417
150,64,1e-05,relu,0.024553144350647926
150,64,1e-05,tanh,0.018748460337519646
150,64,0.0001,linear,0.3368992209434509
150,64,0.0001,relu,0.0066190455108881
150,64,0.0001,tanh,0.004449729807674885
150,64,0.001,linear,46350616.0
150,64,0.001,relu,0.0034053425770252943
150,64,0.001,tanh,0.0018630793783813715
150,128,1e-05,linear,0.19048558175563812
150,128,1e-05,relu,0.029464369639754295
150,128,1e-05,tanh,0.027380751445889473
150,128,0.0001,linear,0.629745602607727
150,128,0.0001,relu,0.009133742190897465
150,128,0.0001,tanh,0.007475422695279121
150,128,0.001,linear,17240512.0
150,128,0.001,relu,0.0047547472640872
150,128,0.001,tanh,0.0031147596891969442
150,256,1e-05,linear,0.3692615330219269
150,256,1e-05,relu,0.07749853283166885
150,256,1e-05,tanh,0.031291764229536057
150,256,0.0001,linear,0.28339624404907227
150,256,0.0001,relu,0.015226785093545914
150,256,0.0001,tanh,0.010882575996220112
150,256,0.001,linear,905.47998046875
150,256,0.001,relu,0.006476410198956728
150,256,0.001,tanh,0.005855689290910959
200,4,1e-05,linear,0.7146351933479309
200,4,1e-05,relu,0.0044044251553714275
200,4,1e-05,tanh,0.0032961175311356783
200,4,0.0001,linear,132537.3125
200,4,0.0001,relu,0.0017234485130757093
200,4,0.0001,tanh,0.0005711840349249542
200,4,0.001,linear,1.8363010807420553e+34
200,4,0.001,relu,0.00034619748475961387
200,4,0.001,tanh,0.00011684059427352622
200,8,1e-05,linear,0.3306120038032532
200,8,1e-05,relu,0.006481810472905636
200,8,1e-05,tanh,0.004886787384748459
200,8,0.0001,linear,2959639415095296.0
200,8,0.0001,relu,0.002687834668904543
200,8,0.0001,tanh,0.0014918707311153412
200,8,0.001,linear,756590.0
200,8,0.001,relu,0.0004699784913100302
200,8,0.001,tanh,0.00018057988199871033
200,16,1e-05,linear,0.18335773050785065
200,16,1e-05,relu,0.010541643016040325
200,16,1e-05,tanh,0.008149391040205956
200,16,0.0001,linear,0.994622528553009
200,16,0.0001,relu,0.0030353530310094357
200,16,0.0001,tanh,0.001948077231645584
200,16,0.001,linear,75191.8046875
200,16,0.001,relu,0.0016710973577573895
200,16,0.001,tanh,0.0005282599595375359
200,32,1e-05,linear,0.17802812159061432
200,32,1e-05,relu,0.017081916332244873
200,32,1e-05,tanh,0.01257665641605854
200,32,0.0001,linear,560487.0
200,32,0.0001,relu,0.0035908594727516174
200,32,0.0001,tanh,0.0028027414809912443
200,32,0.001,linear,628350144.0
200,32,0.001,relu,0.00253998301923275
200,32,0.001,tanh,0.0010773687390610576
200,64,1e-05,linear,0.27996549010276794
200,64,1e-05,relu,0.02076779119670391
200,64,1e-05,tanh,0.015601716935634613
200,64,0.0001,linear,0.579781174659729
200,64,0.0001,relu,0.004685387015342712
200,64,0.0001,tanh,0.0038741258904337883
200,64,0.001,linear,1472603.0
200,64,0.001,relu,0.0032204363960772753
200,64,0.001,tanh,0.003247392363846302
200,128,1e-05,linear,0.2252967804670334
200,128,1e-05,relu,0.02758394554257393
200,128,1e-05,tanh,0.02442150190472603
200,128,0.0001,linear,0.49087703227996826
200,128,0.0001,relu,0.006720101460814476
200,128,0.0001,tanh,0.006525699514895678
200,128,0.001,linear,21821.306640625
200,128,0.001,relu,0.005322083830833435
200,128,0.001,tanh,0.005065754055976868
200,256,1e-05,linear,0.19746340811252594
200,256,1e-05,relu,0.033836621791124344
200,256,1e-05,tanh,0.026342248544096947
200,256,0.0001,linear,0.1760992556810379
200,256,0.0001,relu,0.011189204640686512
200,256,0.0001,tanh,0.009459334425628185
200,256,0.001,linear,0.5283515453338623
200,256,0.001,relu,0.006822423543781042
200,256,0.001,tanh,0.005358041264116764
250,4,1e-05,linear,4.941667556762695
250,4,1e-05,relu,0.004061228595674038
250,4,1e-05,tanh,0.003180003957822919
250,4,0.0001,linear,1009217920.0
250,4,0.0001,relu,0.0014698206214234233
250,4,0.0001,tanh,0.0005643746699206531
250,4,0.001,linear,inf
250,4,0.001,relu,0.000215903899515979
250,4,0.001,tanh,0.00015102048928383738
250,8,1e-05,linear,0.42252328991889954
250,8,1e-05,relu,0.0042432453483343124
250,8,1e-05,tanh,0.004555892664939165
250,8,0.0001,linear,12114.6005859375
250,8,0.0001,relu,0.0025162077508866787
250,8,0.0001,tanh,0.0010323092574253678
250,8,0.001,linear,7.329205092680414e+19
250,8,0.001,relu,0.0004052175208926201
250,8,0.001,tanh,0.0002709768887143582
250,16,1e-05,linear,0.40195560455322266
250,16,1e-05,relu,0.009731358848512173
250,16,1e-05,tanh,0.00782624538987875
250,16,0.0001,linear,4368600.5
250,16,0.0001,relu,0.0032898224890232086
250,16,0.0001,tanh,0.0018644626252353191
250,16,0.001,linear,1.8017251678568067e+33
250,16,0.001,relu,0.0010190486209467053
250,16,0.001,tanh,0.0007503866800107062
250,32,1e-05,linear,0.2255423367023468
250,32,1e-05,relu,0.014065600000321865
250,32,1e-05,tanh,0.01205653976649046
250,32,0.0001,linear,0.1916540265083313
250,32,0.0001,relu,0.0035349419340491295
250,32,0.0001,tanh,0.0027469005435705185
250,32,0.001,linear,1974584832.0
250,32,0.001,relu,0.002639602404087782
250,32,0.001,tanh,0.0010827606311067939
250,64,1e-05,linear,0.18402542173862457
250,64,1e-05,relu,0.018528101965785027
250,64,1e-05,tanh,0.018546616658568382
250,64,0.0001,linear,0.47156497836112976
250,64,0.0001,relu,0.004157751798629761
250,64,0.0001,tanh,0.004031785763800144
250,64,0.001,linear,469983.5625
250,64,0.001,relu,0.003118236782029271
250,64,0.001,tanh,0.002216232707723975
250,128,1e-05,linear,0.15310409665107727
250,128,1e-05,relu,0.028405552729964256
250,128,1e-05,tanh,0.02567879669368267
250,128,0.0001,linear,0.2875824272632599
250,128,0.0001,relu,0.0067932880483567715
250,128,0.0001,tanh,0.005947057157754898
250,128,0.001,linear,322103.5
250,128,0.001,relu,0.005279732868075371
250,128,0.001,tanh,0.00594576820731163
250,256,1e-05,linear,0.17554152011871338
250,256,1e-05,relu,0.03418571501970291
250,256,1e-05,tanh,0.02723003178834915
250,256,0.0001,linear,0.2249944508075714
250,256,0.0001,relu,0.011103983968496323
250,256,0.0001,tanh,0.008982854895293713
250,256,0.001,linear,285.44415283203125
250,256,0.001,relu,0.007291736081242561
250,256,0.001,tanh,0.006390742026269436
300,4,1e-05,linear,2.387136459350586
300,4,1e-05,relu,0.0038527841679751873
300,4,1e-05,tanh,0.0033006819430738688
300,4,0.0001,linear,1187866.0
300,4,0.0001,relu,0.0015753188636153936
300,4,0.0001,tanh,0.0005816056509502232
300,4,0.001,linear,3.952076567211719e+25
300,4,0.001,relu,0.00041381240589544177
300,4,0.001,tanh,0.00022140816145110875
300,8,1e-05,linear,0.38930743932724
300,8,1e-05,relu,0.00436127744615078
300,8,1e-05,tanh,0.004402670077979565
300,8,0.0001,linear,70892806144.0
300,8,0.0001,relu,0.002158172195777297
300,8,0.0001,tanh,0.0009539907332509756
300,8,0.001,linear,5.183913242965895e+26
300,8,0.001,relu,0.0004094165051355958
300,8,0.001,tanh,0.00038229188066907227
300,16,1e-05,linear,0.27042993903160095
300,16,1e-05,relu,0.009279850870370865
300,16,1e-05,tanh,0.006104241590946913
300,16,0.0001,linear,154158.40625
300,16,0.0001,relu,0.0030082506127655506
300,16,0.0001,tanh,0.0018240021308884025
300,16,0.001,linear,3162.412841796875
300,16,0.001,relu,0.0017398506170138717
300,16,0.001,tanh,0.000612359493970871
300,32,1e-05,linear,0.1381731778383255
300,32,1e-05,relu,0.014024589210748672
300,32,1e-05,tanh,0.012055419385433197
300,32,0.0001,linear,19273490432.0
300,32,0.0001,relu,0.003379125613719225
300,32,0.0001,tanh,0.0028364716563373804
300,32,0.001,linear,28475817984.0
300,32,0.001,relu,0.002161277225241065
300,32,0.001,tanh,0.0009919567964971066
300,64,1e-05,linear,0.19342583417892456
300,64,1e-05,relu,0.019533565267920494
300,64,1e-05,tanh,0.015079934149980545
300,64,0.0001,linear,0.8960438370704651
300,64,0.0001,relu,0.0039649722166359425
300,64,0.0001,tanh,0.003465772606432438
300,64,0.001,linear,2.6695480346679688
300,64,0.001,relu,0.005826618988066912
300,64,0.001,tanh,0.002526284195482731
300,128,1e-05,linear,0.2590077817440033
300,128,1e-05,relu,0.030428431928157806
300,128,1e-05,tanh,0.016607649624347687
300,128,0.0001,linear,0.14239731431007385
300,128,0.0001,relu,0.006606644485145807
300,128,0.0001,tanh,0.005548988934606314
300,128,0.001,linear,1.032031536102295
300,128,0.001,relu,0.006398499943315983
300,128,0.001,tanh,0.0053259641863405704
300,256,1e-05,linear,0.2274637669324875
300,256,1e-05,relu,0.033252693712711334
300,256,1e-05,tanh,0.021624544635415077
300,256,0.0001,linear,0.12816040217876434
300,256,0.0001,relu,0.009928151033818722
300,256,0.0001,tanh,0.009650168009102345
300,256,0.001,linear,127637784.0
300,256,0.001,relu,0.007728335913270712
300,256,0.001,tanh,0.009391553699970245
